Depth,Giesecke et al. 2014 (MADCAP) - Calibrated radiocarbon years BP,EPD - Radiocarbon years BP,Acer,Aconitum,Alchemilla,Allium,Alnus glutinosa,Amaranthaceae-type,Ambrosia,Ammi,Anagallis,Anemone sect. Hepatica,Angelica archangelica-type,Angelica palustris-type,Angelica sylvestris,Anogramma leptophylla,Anthemis-type,Anthemis-type (small),Anthriscus sylvestris,Apiaceae undiff.,Apium nodiflorum,Arbutus unedo,Arenaria,Armeria,Artemisia,Asphodelus albus,Aster-type,Asteroideae undiff.,Astrantia,Bellis,Berula erecta,Betula pubescens,Botrychium,Brassicaceae,Bupleurum,Buxus sempervirens,Calluna vulgaris,Campanula,Carum verticillatum,Caryophyllaceae undiff.,Castanea sativa,Centaurea cyanus,Centaurea nigra-type,Centaurea scabiosa-type,Centaurium,Cerastium,Chaerophyllum temulum,Cichorioideae undiff.,Cicuta virosa,Cirsium-type,Cistus ladanifer-type,Colchicum montanum,Conium maculatum,Cornus sanguinea,Corylus avellana,Cuscuta,Cyperaceae,Cytisus grandiflorus,Daucus,Dianthus lusitanus-type,Dryopteris-type,Echium,Ephedra distachya-type,Ephedra fragilis-type,Epilobium,Equisetum,Erica arborea-type,Erica australis,Erica umbellata,Eryngium,Eucalyptus,Fabaceae undiff.,Fagus sylvatica,Fallopia convolvulus-type,Filago-type,Filipendula,Frangula alnus,Fraxinus angustifolia,Fritillaria lusitanica,Gagea nevadensis,Galium-type,Genista-type,Gentiana lutea/G. pneumonanthe,Gentianella campestris-type,Geranium,Gypsophila repens-type,Halimium/Tuberaria,Hedera helix,Hedwigia,Helianthemum,Heracleum,Herniaria-type,Hippophaë rhamnoides,Hydrocotyle vulgaris,Hypericum perforatum-type,Ilex aquifolium,Isoëtes,Jasione-type,Jasminum,Juglans,Juniperus communis,Jurinea,Lamiaceae undiff.,Lamium,Laserpitium,Lathyrus,Lavandula-type,Linaria,Lonicera periclymenum,Lotus,Lycopodium spike,Lycopodium spike,Lysimachia,Lythrum undiff.,Medicago,Menyanthes trifoliata,Mercurialis perennis,Meum-type,Micranthes stellaris-type,Minuartia recurva,Montia fontana,Myrica,Myriophyllum alterniflorum,Myrtus communis,Narcissus bulbocodium,Narcissus pseudonarcissus-type,Nymphaea,Oenanthe,Olea europaea,Ornithogalum-type,Ornithopus,Papaver rhoeas-type,Parnassia palustris,Paronychia polygonifolia-type,Pedicularis sylvatica,Pentaglottis sempervirens,Peucedanum-type,Phillyrea,Physospermum cornubiense,Picea,Pimpinella anisum,Pimpinella saxifraga-type,Pinus,Pistacia,Plantago coronopus sensu stricto,Plantago lanceolata-type,Plantago major-type,Plantago subulata-type,Poaceae,Poaceae (Cerealia-type),Polygonum aviculare-type,Polypodium,Potamogeton,Potentilla,Poterium sanguisorba,Prunus,Pteridium aquilinum,Quercus,Radiola linoides,Ranunculus,Ranunculus acris-type,Reseda/Sesamoides,Rhamnus,Rhinanthus/Veronica,Rosaceae undiff.,Rubus,Rumex acetosa-type,Rumex acetosella-type,Rumex obtusifolius-type,Sagina,Salix,Sambucus nigra,Sample quantity,Sanguisorba officinalis-type,Saxifraga granulata-type,Scleranthus annuus,Scrophulariaceae undiff.,Sedum-type,Selinum carvifolia,Senecio,Seseli libanotis-type,Silaum silaus-type,Silene,Silene ciliata-type,Silene foetida-type,Silene vulgaris-type,Solanum dulcamara,Solanum nigrum-type,Solidago,Sorbus aucuparia,Sparganium,Sparganium emersum-type,Spergula,Spergularia-type,Sphagnum,Spike tablets,Stachys-type,Stellaria,Succisa,Taxus baccata,Teucrium,Thalictrum,Thymelaeaceae,Torilis arvensis-type,Trifolium-type,Trinia glauca-type,Typha latifolia,Ulex,Ulmus,Urtica,Valeriana officinalis,Valerianella,Veratrum album,Viburnum tinus,Vicia,Viola,Vitis,Zea mays
520,7487/7428/7361,--/6541/--,,,,,19,1,,,,3,,,,,,1,,9,2,,,1,1,2,3,,,,,237,,1,,,,,,,,,,,,,1,1,,,,,,,1,,3,2,10,,13,2,,,,,18,3,6,3,,,,,,,4,5,,,2,6,2,,,,,,2,,,,,,2,,,2,,,,,,,,,,,,,132,11329,,,,,,,7,,,,,,1,1,,,,,,,,1,,,3,1,,,,,106,2,,,,,240,2,,,252,,,,12,342,,4,,,,,2,1,,36,1,,39,,,,,,,9,,,,,4,,3,,,,,,,,,,,1,,,,4,,,,,,,,,,1,,,3,,,,,
525,7516/7456/7388,--/6571/--,,,,,14,1,,1,,3,,,,,,1,,2,,,,,1,4,1,,,,,164,1,,,,,,,,,,,,,,,1,,,,,1,,,,5,2,2,,14,,,,,,18,1,3,1,,,,,,,2,4,,,,8,,,,,,,5,,,,,,,,,1,,,,,,,,,,,,1,111,11329,,,,,,,4,,,,,,1,,,,,,,,,,,1,3,,,,,,105,,,,1,,174,2,,,202,,,,15,236,,2,,,,,1,1,,37,2,,24,,,,,,,4,,,,,1,,2,,,,,,,,,,,1,,,,3,,,,,,,,,,,,,,,,,,
530,7546/7485/7413,--/6600/--,,,,,11,1,,,,1,,,,,,1,,4,,,,2,,2,,,1,,,160,,2,,,,2,,,,,2,,1,,,3,,,,,,,,,3,1,3,,13,,,,,,20,2,1,2,,,,,1,,6,7,,,,12,,,,,,,3,,,,,,,,,,,,,,,,3,,,,,,123,11329,,,,,,,3,,,,,,,,,,,,,,,,,,1,2,,,,,77,1,,1,,,152,,,,203,,4,,15,227,,2,,,,1,3,,,26,1,,38,,,,,,,6,,,,,,,3,,,,,,,,,,,1,,,,3,,,,,,,,,,,,,1,,,,,
535,7578/7514/7437,--/6630/--,,,,,7,,,,,,,,,,,3,,,,,,,3,3,1,,,,,148,,3,,,1,,,,,,,,,,,4,,,,,,,2,,1,,6,,4,,,,,,12,,1,,,,,,,,5,2,,,1,4,1,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,108,11329,1,,,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,57,,,,,,113,1,,1,143,,,,8,235,,4,,,,1,2,,,18,1,,19,,,,,,,8,,,,,,,1,,,,,,,,,,,1,,,,2,,,,,,,,,1,,,,1,,1,,,
540,7627/7568/7504,--/6691/--,,,,,14,,,,,,,,,,1,,,,,,,,,1,2,,4,,,167,,1,,,1,1,,,,,,,1,,,2,,,,,,,1,,2,,8,,9,,,,,,22,3,1,,,,,,,,,4,,,1,2,1,,,,,,6,,,,,,,,,1,,,1,,,,,,,,,,138,11329,,,,,,5,1,,,,,,,2,,,2,,,,,2,,,,,,,,,70,1,,,,,131,1,,,351,1,,,13,310,,6,,,,2,2,1,,18,1,,21,,,,,,,5,,,,,,1,,,,,,,,,,,,1,,,,7,,,,,,,,,,,,,,,,,,
545,7681/7622/7559,--/6753/--,,,,,8,1,,,,,,,,,,,,3,,,,1,,3,1,,2,,,126,1,4,,,2,,,,,,,,,,,3,,,,,,,1,,6,2,6,,8,1,,,,,16,1,2,1,,,,,,,,1,,,,2,2,,,,,,2,,,,,,1,,,1,,,,,,,,,,,,,108,11329,,,,,,,,,,,,,,1,,,,1,,,,,,1,3,2,,,,,57,1,,,,,102,2,,,294,1,,,12,240,,3,,,,,4,,,15,1,,13,,,,,,,3,,1,,,,,,,,,,3,,,,,,1,,,,3,,,,,,,,,1,,,,,,,,,
550,7743/7677/7610,--/6814/--,,,,,7,,,,,1,,,,,,,,2,,,,,,1,3,,,,,152,1,2,,,1,,,,,,,,,,,,,,,,,,,,5,2,4,,6,1,,,,,12,4,,,,1,,,,1,1,2,1,,1,2,5,,,,,,3,,,,,,,,,5,,,,,,,,,,,,,90,11329,1,,,,,,,,,,,,,1,,,,,,,,,,,1,2,,,,,48,1,,,1,,111,,,,348,,,,5,204,,1,,,,,4,,,7,,,10,,,,,,,2,,,,,2,,1,,,,,3,,,,,,1,,,,5,,,,,,,,,1,,,,,,,,,
555,7804/7731/7652,--/6876/--,,,,,9,,,,,,,,,,,,,1,,,,,1,5,1,,,,,155,,2,,,,,,,,,,,,,,2,,,,,,,2,,2,2,,,6,,,,,,7,,1,1,,,,,,,2,2,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,90,11329,,,,,,,,,,,,,,1,,,1,1,,,,,,,2,2,2,,,,60,,,,,,130,3,,,210,,,,13,210,,1,,,,,2,,,13,1,,6,,,,,,,3,,,,,,,2,,,,,2,,,,,,1,,,,2,,,,,,,,,,,,,,,,,,
560,7869/7785/7692,--/6937/--,,,,,14,,,,,1,,,,,,,,3,,,,,,1,2,,1,,,190,,,,,,,,,,,,,,,,,,,,,,,2,,2,1,4,,3,,,,1,,12,,,,,,,,,,3,1,,,,2,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,85,11329,,,,,,,1,,,,,,,,,,,1,,,,,1,,,5,,,,,52,1,,,1,,184,2,,,238,,2,,12,247,,1,,,,1,,1,,11,,,15,,,,,,,4,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,,,,,,,1,
565,7938/7839/7729,--/6999/--,,,,,7,1,,,,1,,,,,,,,3,,,,,,4,2,,,,,122,,2,,,,,,,,,,,,,,1,,,,,,,1,,7,1,4,,1,,,,,,17,,1,,,,,,,,4,4,,,1,2,1,,,,,,1,,,,,,,,,2,,,1,,,,,,,,,,85,11329,,,,,,,2,,,,,,1,,,,2,1,,,,,,1,1,,,,,,67,,,,,,192,1,,,160,1,1,,12,219,,2,,,,1,2,1,,14,,,14,,,,,,,2,,,,,,,,,,,,2,,,,,,1,,,,3,,,,,,,,,1,,,,,,,,,
570,7994/7899/7794,--/7064/--,,,,,8,,,,,,,,,,,,,,,,,1,,2,2,,1,,,135,1,,,,,,,,,,1,,,,,2,,,,,,,,,2,,4,,4,,,,,,17,,,,,,,,,,1,6,,,1,1,1,,,,,,6,,,,,,,,,3,,,,,,,,,,,,1,91,11329,1,,,,,,3,,,,,,1,,,,2,,,,,,,,,,3,,,,71,,,,,,192,2,,,100,1,1,,10,238,,,,,,,2,,,16,4,,13,,,,,,,4,,,,,1,,1,,,,,3,,,,,,1,,2,,2,,,,,,,,,,,,,,,,,,
575,8049/7959/7860,--/7130/--,,,,,2,,,,,,,2,,,,,,2,,,,,1,1,1,,3,,,173,,3,,,,,,,,,,,,,,2,,,,,,,1,,3,,5,,2,,,,,,14,1,,,,,,,,,,2,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,87,11329,,,,,,,2,,,,,,,,,1,,,,,,,,,,1,1,,,,68,4,,,1,,180,1,,,114,1,1,,15,210,,2,,,,,1,,,15,2,,17,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,5,,,,,,,,,,,1,,1,,,,,
580,8106/8019/7925,--/7196/--,,,,,8,,,,,1,,,,,,,,3,,,,,,3,4,,1,,,214,1,1,,,2,,,,,,,1,,,,1,,,,,,,2,,5,,2,,5,,,,,,17,,2,,,,,,,1,1,3,,,,5,1,,,,,,1,,,,,,1,,,,,,2,,,,,,,,,,111,11329,,1,,,,,1,,,,,,1,,,,3,2,,,,,,,,1,,,,,79,,,,,,255,3,,,144,,1,,11,278,,4,,,,2,3,,,12,5,,33,,,,,,,2,,,,,4,,2,,,,,3,,,,,,1,,,,3,,,,,,,1,,,,,,1,,,,1,
585,8166/8079/7988,--/7262/--,,,,,11,1,,,,,,,,,,,,4,,,,1,,3,6,,1,,,111,,4,,,1,3,,,,,,,,,,1,,,,,,,2,,6,1,5,,4,,,,,,12,,1,,,,,,,,1,2,,,2,,,,,,,,4,,,,,,,,,,,,1,,,,,,,,,,88,11329,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,,,,63,,,,1,1,101,1,,,81,2,,,7,216,,,,,,1,1,,,25,1,,10,,,,,,,3,,,,,4,,2,,,,,3,,,,,,1,,,1,4,,1,1,,,,,,,,,,1,,,1,,
590,8221/8140/8044,--/7328/--,,,,,7,,,,,,,,,,1,,,4,,,,,1,2,2,,3,,,186,1,2,,,,,,,,,,,,,,2,,,,,,,1,,9,1,4,,10,,,1,,,24,,1,,,,,,,,2,,,,1,,,,,,,,4,,,,,,,,,3,,,,,,,,,,,,,119,11329,,,,,,,2,,,,,,,,,1,,,,,,,,,,,2,,,,102,,,,,,142,3,,,48,1,1,,14,246,,3,,,,1,2,,,18,2,,7,,,,,,,1,,,,,,,1,,,,,2,,,,,,1,,,,6,2,2,,,,,,,1,,,,2,,,,,
595,8282/8200/8106,--/7394/--,,,,,6,,,,,3,,1,,,,,,1,,,,,1,3,,,1,,,190,,3,,,,,,,,,,1,,,,2,,,,,,,1,,1,,1,,4,1,,,,,10,,2,,,,,,,,,,,,2,,,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,1,157,11329,,,,,,,2,,,,,,,1,,,,,,,,,,,1,,2,,,,50,,,,,,81,2,,,221,,,,14,242,,1,,,,2,1,,,12,2,,10,,,,,,,4,,,,,,,1,,,,,1,1,,,,,1,,,,2,,1,,,,,,,,,1,,,,,,,
600,8344/8260/8163,--/7460/--,,,,,3,1,,,,,,,,,,,,,,,,,,1,2,,,,,168,,2,,,2,,,,,,1,,,,,,,,,,,,1,,4,,1,,4,,,,,,11,,1,,,,,,,,1,2,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,92,11329,1,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,65,,,,1,,69,,,,168,,,,13,229,1,3,,,,,,,,21,,,22,,,,,,,8,,,,,1,,1,,,,,,,,1,,,1,,,,6,2,1,,,,,,,1,,,,,,,,,
605,8407/8320/8217,--/7526/--,,,,,7,,,,,,,,,,,,,2,,,,,1,2,1,,1,,,165,,,,,1,1,,,,,1,,,,,2,,1,,,,,5,,1,,5,,3,,,,,,11,,1,,,,,,,,3,3,,,1,,,,,,,,4,,,,,,,,,1,,,,,,,,,,,,,82,11329,,,,,,,2,,,,,,,,,1,,,,,,,,,,1,,,,,75,,,,,,95,1,,,156,1,,,8,254,,1,,,,1,1,1,,19,1,,28,,,,,,,3,,,,,,,,,,,,,,,,,,1,,,,5,,,,,,,,,,,,,,,,,,
610,8470/8380/8270,--/7592/--,,,1,,1,,,,,1,,,,,,,,2,,,,,,2,2,,,,,111,,1,,,,,,,,,,,,,,2,,2,,,,,,,1,,1,,1,1,,,,,6,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,75,11329,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,46,,,,1,,61,1,,,122,,,,6,188,,2,,,,,2,,,12,1,,29,,,,,,,4,,,,,,,1,,,,,,1,,,,,1,,,,12,,,,,,,,,,,,,,,,,,
615,8536/8441/8322,--/7658/--,,,,,3,1,,,,1,,,,,,,,,,,,,,1,2,,1,,,214,,1,,,,,,,,,,,,,,1,,,,,,,,,,1,2,,10,,,,,,10,,3,1,,,,,,,2,,,,1,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,71,11329,,,,,,,1,,,,,,,,,,3,,,,,,,,,1,,,,,97,,,,,,86,4,,,172,,,,9,203,,1,,,,,1,,,9,,,30,,,,,,,3,,,,,,,,,,,,2,,,,2,,1,,,,6,,,,,,,,,,,,,,,,,,
620,8615/8501/8375,--/7724/--,,,,,5,2,,,,,,,,,1,,,6,,,,1,2,2,1,,1,,,180,,,,,,,,,,,,1,,,,,,,,,,,2,,4,1,2,,3,,,,,,11,2,4,,,,,,1,,,3,,,2,1,,,,,,,4,,1,,,1,,,,,,,,,,,,,,,,,97,11329,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,131,,,2,1,,94,1,,1,218,2,2,,9,287,,,,,,,2,,,15,1,,56,,,,,,,1,,,,,,,2,,,,,,1,,,,,1,,,,2,,1,,,,,,,1,,,,,,,,,
625,8689/8561/8426,--/7790/--,,,,,6,1,,,,1,,,,,2,,,9,,,,,1,2,4,,,,,153,,1,,,1,,,,,,,,,,1,3,,,,,,,2,,3,,1,,3,3,,,,,13,,,,,1,,,,,2,,,,5,2,,,,,,1,3,,,,,,,,,2,,,,,,,,,,,,,90,11329,,,,,,,1,,,,,,,,,,1,,,,,,,1,,,,,,,91,,,,,,127,,,,267,3,,,23,287,,2,,,,,1,,,33,,,50,,,,,,,4,,,,,,,1,,,,,,,,,,,1,,,,8,,,,,,,2,1,,,,,,,,,,
630,8750/8629/8505,--/7840/--,,,,,8,1,,,,2,,,,,,,,4,,,,,,4,1,2,3,,,185,,3,,,,,,,,,1,1,,,,2,,,,,,,4,,5,,,,5,2,,,,,15,,,,,,,,,,1,,,,2,1,,,,,,1,1,,1,,,1,,,,2,,,,,,,2,,,,,,135,11329,,,,,,,4,,,,,,,1,,,3,,,,,,1,,1,,,,,,113,,,1,,1,108,,,1,230,2,1,,12,287,,1,,,,1,1,,,17,1,,35,,,,,,,4,,,,,,,6,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,
635,8808/8697/8584,--/7891/--,,,,,5,1,,,,1,,,,,,3,,3,,,,,3,2,,,,,,139,,6,,,1,,,,,,,,,,,2,,1,,,,,,,3,,5,,5,1,,,,,20,2,,,,,,,,,5,,,,1,1,3,,,,,,6,,,,,,1,,,6,,,1,,,,,,,,,,137,11329,1,,,,,,2,,,,,,,,,,2,,,,,,,,,1,,,,,89,,,,,,125,,,,430,1,,,21,213,,2,,,,,4,,,15,1,,23,,,,,,,7,,,,,,,,1,,,,2,,,,,,1,,,,5,,,,,,,,,,,,,,,,,,
640,8861/8766/8659,--/7941/--,,,,,3,,,,,,,,,,,,,2,,,,,,1,,,1,,,128,,,,,,,,,,,,,,,,2,,,,,,,,,3,,,,1,,,,,,12,,1,1,,,,,1,1,2,1,,,1,1,,,,,,,1,,,,,1,2,,,1,,,,,,,,,,,,,77,11329,,,,,,,,,,,,,1,2,,,1,,,,,,,,,,,,,,89,,,,,1,73,,,,139,,,,15,229,,2,,,,,,1,,8,,,33,,,,,,,2,,,,,,,2,,,,,1,,,,,2,1,,,,8,,,,,,,,,,,,,,,,,,
645,8925/8834/8734,--/7992/--,,,,,2,,,,,,,1,,,,,,,,,,,1,,,,,,,81,,1,,,,,,,,,,,,,,1,,,,,,,,,2,1,3,,3,,,,,,12,,,,,,,,,,4,1,,,1,3,1,,,,,,,,1,,,,,,,1,,,1,,,,,,,,,,67,11329,,,,,,,2,,,,,,,,,,2,,,,,,,,,1,,,,,60,,,,1,,80,,,,161,1,1,,13,276,,,,,,,2,,,8,,,35,,,,,,,3,,,,,,,,1,,,,1,,,,,,1,,1,,4,,,,,,,1,,,,,,,,,,,
650,8991/8902/8808,--/8042/--,,,,,3,1,,,,2,,,,,1,,,2,,,,,1,,1,,,,,127,,1,,,,1,,,,,,,,,1,2,,,,,,,2,,1,,2,,1,1,,,,,5,,,,,,,,,3,4,3,,,2,2,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,89,11329,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,73,,,,,,74,,,1,152,,,,20,238,,1,,,,1,1,,,9,1,,32,,,,,,,2,,,,1,,,2,,,,,,,,,,,1,,,,2,,,,,,,3,,,,,,,,,,,
655,9057/8970/8881,--/8092/--,,,,,3,1,,,,3,,,,,,2,,4,,,,,1,3,1,,,,,129,,4,,,,,,,,,,,,,,4,,,,,,,,,4,1,1,,3,1,1,,,1,9,,,,,,,,,,3,,,,2,1,,,,,,,,,,,,,3,,,2,,,1,,,,,,,,,,88,11329,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,55,,,,,,115,1,,,150,1,,,30,284,,2,,,,2,2,,,15,1,,31,,,,,,,1,,,,,,,2,,,,,,,,,,,1,,,,9,,,,,,,,,,,,,,,,,,
660,9121/9038/8949,--/8143/--,,,,,3,,,,,,,,,,,,,3,,,,,1,4,1,,1,,,97,,2,,,,,,,,,,,,,,1,,,,,,,,,3,,5,,5,1,,,1,,7,,1,,,,,,,2,,,,,1,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,69,11329,,,,,,,1,,,,,,,,,,1,,,,,,,,,2,,,,,66,,,,3,,64,,,,118,,,,12,177,,2,,,,,,1,,10,2,,11,,,,,,,4,,,,1,,,,,,,,,,,,,,1,,,,8,,,,,2,,,,,,,,,,,,,
665,9187/9107/9014,--/8193/--,,,,,6,,,,,,,,,,,1,,2,,,,,1,2,4,,,,,147,,1,,,1,,,,,,,,,,1,,,,,,,,,,5,1,2,,3,1,,,,,12,,1,,,,,,,,5,2,,,2,1,1,,,,,,1,,,,,,1,,,,,,2,,,,,,,,,,122,11329,,,,,,,,,,,,,1,1,,,,,,,,,,,1,1,,,,,80,,,,1,,123,,,,249,,1,,26,310,,2,,,,,1,,,23,,,13,,,,,,,9,,,,,1,,1,,,,,1,,,,,,1,,,,5,,,,,,,,,,,,,,,,,,
670,9254/9175/9075,--/8243/--,,,,,4,1,,,,,,,,,,,,1,,,,,,1,1,,1,,,117,1,,,,5,,,1,,,,,,,,3,,,,,,,2,,4,,,,3,,,,,,8,,1,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,88,11329,,,,,,,,,,,,,,,,,3,,,,,,,,2,1,,,,,75,,,,,,89,1,,,70,,,,23,201,,11,,,,,1,,,10,3,,20,,,,,,,3,,,,,,,,,,,,,,,,,,1,,,,8,,,,,,,,,,,,,,,,,,
675,9325/9243/9137,--/8294/--,,,,,3,,,,,,,,,,,,,1,,,,,1,,,,,,,166,,,,,,,,,,,,,,,,2,,,,,,,3,,4,,4,,5,1,,,,,7,2,,,,,,,,,2,2,,,4,,,,,,,,3,,,,,,,,,1,,,,,,,,,,,,,83,11329,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,,,60,,,,,,100,,,,207,1,,,16,277,,1,,,,1,1,,,23,,,28,,,,,,,5,,,,,1,,2,,,,,,,,,,,1,,,,12,,,,,,,,,,,,,,,,,,
680,9396/9311/9196,--/8344/--,,,,,4,,,,1,,,,,,,,,3,,,,,1,1,2,,1,,,86,1,,,,1,,,,,,,,,,,,,,,,,,,,2,,2,,2,,,,,,8,,1,,,,,,,,2,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,91,11329,,,,,,,1,,,,,,1,2,,,1,,,,,,,,,2,,,,,75,,,1,,,63,,,,252,,1,,16,211,,10,,,,,4,,,9,,,24,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,5,,,,,,,,,,,,,,,,,,
685,9468/9379/9254,--/8395/--,,,,,1,,,,,1,,,,,,,,1,,,,,1,3,,,,,,53,,,,,,,,,,,,,,,1,1,,1,,,,,1,,1,3,1,,1,,,,,,5,,,,,,,,,,3,2,,,,2,1,,,,,,3,,,,,,,,,3,,,1,,,,,,,,,,107,11329,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,52,1,,,1,,116,,,,222,1,1,,20,290,,1,,,,,,,,11,,,23,,,,,,,2,,,,,,,1,,,,,,,,,,,1,,,,7,,,,,,,,,,,,,,,,,,
690,9542/9447/9310,--/8445/--,,,,,2,,,,,1,,,,,,,,,,,,,,,,1,,,,84,,,,,,,,,,,,,,,,3,,,,,,,2,,2,,1,,1,2,,1,,,3,,2,,,,,,1,1,5,1,,,3,,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,,97,11329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,1,,,86,1,,,106,,,,27,256,,7,,,,1,5,,,11,1,,7,,,,,,,3,,,,,,,,,,,,,,,,,,1,,,,5,,,,,,,,,,,,,,,,,,
695,9555/9470/9348,--/8472/--,,,,,1,,,,,3,,,,,,1,,2,,,,,,1,3,,,,,89,,,,,,,,,,,,,,,1,,,1,,,,,,,5,4,4,,2,4,,,,,,2,,,,1,,,,,4,1,,,1,4,1,,,,,,3,,,,,,1,,,3,,,2,,,,,,,,,,98,11329,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,1,,,,,53,,,,,,124,,,,243,,,,28,357,1,3,,,,,,,,19,,,15,,,,,,,5,,,,,,,,2,,,,,,,,,,1,,2,,11,,,,,,,,,,,,,,,,,,
700,9573/9492/9382,--/8499/--,,1,,,,,,,,,,,,,,,,,,,,,1,3,3,,,,,93,,1,,,,,,,,,,,,,,,,,,,,,1,,2,,3,,5,1,,,,,5,,,,,,,,,,3,3,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,84,11329,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,82,,,1,1,,71,,,,202,,2,,11,321,,3,,,,,4,,,10,,,12,,,,,,,2,,,,,,,,,,,,,,,1,,,1,,,,7,,,,,,,,,,,,,,,,,,
705,9593/9514/9411,--/8526/--,,,,,4,1,,,,,,,,,,1,,3,1,,,,2,,,,,,,123,,2,,,,1,,,,,,,,,1,,,,,,,,1,,4,,3,,1,,,,,,3,1,1,1,,,,,1,,5,3,,,,1,1,,,,1,,1,,,,,,,,,2,,,1,,,,,,,,,,91,11329,,,,,,,1,,,,,,1,1,,,2,,,,,,,,2,2,,,,,77,,,1,1,,109,,,,217,,1,,17,375,,2,,,,,1,,,20,,,25,,,,,,,5,,,,,1,,,,,,,,,,,1,,1,,1,,10,,,,,,,,,,,,,,,,,,
710,9618/9536/9441,--/8553/--,,1,,,1,,,,,1,,,,,,,,1,,,,,,1,3,,,,,91,2,1,,,,,,,,,,,,,,1,,,,,,,,,6,,3,,3,,,,,,5,,,1,,,,,,,3,4,,,2,3,,,,,,,1,,,,,,,,,3,,,,,,,,,,,,,89,11329,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,92,,,,2,,94,,,,151,,,,15,403,,4,,,,,4,,,12,,,23,,,,,,,3,,,,,,,,,,,,,,,,,,1,,,,8,,,,,,,,,,,,,,,,,,
715,9647/9558/9467,--/8580/--,,,,,3,1,,,,,,,,,,1,,3,,,,,,2,2,,,,,61,1,1,,,,,,,,,,,,,,3,,,,,,,,,5,,1,,3,2,,,,,2,,,1,,,,,,,3,,1,,,2,,,,,,,5,,,,,,2,,,1,,,3,,,,,,,,,,71,11329,1,,,,,,1,,,,,,,,,,1,1,,,,,,,2,2,,,,,55,,,,,,104,,,,136,,,,18,322,,1,,,,,,,,21,,,22,,,,,,,6,,,,,,,,,,,,,,,,2,,1,,,,10,1,,,,,,,1,,,,,,,,,,
720,9678/9580/9492,--/8607/--,,,,,1,1,,,,,,,,,,,,2,,,,,1,3,,,3,,,62,,,,,,,,,,,,,,,,2,,,,,,,,,2,,3,,2,,,,,,2,,1,,,,,,,,1,1,,,,1,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,92,11329,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,47,,,,,,65,,,,150,,,,10,270,,1,,,,,1,,,8,,,28,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,8,,,,,,,,,,,,,,,,,,
725,9710/9602/9511,--/8634/--,,,,,2,,,,,,,,,,,,,2,,,,,,,1,,,,,120,,2,,,,,,,,,,,,,1,2,,,,,,,,,4,,3,,1,,,,,,1,1,,,,,,,,,1,2,,,,2,3,,,,,,2,,,,,,,,1,,,,1,,,,,,,,,,67,11329,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,,,,,41,,,,,,100,,,,102,3,,,27,310,,5,,,,1,,,,23,1,,18,,,,,,,4,,,,,1,,,,,,,,,,,1,,1,,,,2,,,,,,,,,,,,,,,,,,
730,9746/9627/9527,--/8662/--,,,,,1,,,,,,,,,,,,,4,,,,,,1,1,,2,,,110,,1,,,1,,,,,,,,,,,4,,1,,,,,1,,6,,5,,1,1,,,,,2,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,80,11329,2,,,,,,4,,,,,,1,,,,,,,,,,,,,,,,,,80,,,,1,,66,,,,92,1,,,20,396,,10,,,,,2,,,10,,,22,,,,,,,3,,,,,,,,2,,,,,,,,,,1,,,,5,,,,,,,,,,1,,,,,,,,
