Depth,Calendar years BP,Abies,Acer,Achillea/Anthemis-type,Agrostemma githago,Allium-type,Alnus,Amaranthaceae,Anagallis arvensis,Anagallis tenella,Anemone nemorosa-type,Angiospermae undiff. (herbs),Apiaceae undiff.,Armeria,Artemisia,Asphodelus-type,Asteraceae undiff.,Betula,Bistorta officinalis-type,Boraginaceae undiff.,Brassicaceae,Bryophyta undiff.spore,Bupleurum-type,Buxus,Calligonum-type,Campanulaceae,Carpinus betulus,Caryophyllaceae undiff.,Castanea,Cedrus,Celtis,Centaurea cf. C. cyanus/montana-type,Centaurea scabiosa,Centaurea solstitialis-type,Ceratophyllum,Cichorioideae,Cirsium,Cladium,Clusiaceae/Hypericaceae cf. Hypericum,Consolida ambigua-type,Cornaceae,Corylus,Cupressaceae-type,Cyperaceae undiff.,Digitalis-type,Dipsacoideae,Dryopterisspore,Echium-type,Ephedra distachya,Ephedra fragilis-type,Epilobium,Equisetumspore,Ericaceae,Euonymus europaeus,Fabaceae undiff.,Fagus,Filipendula,Fraxinus excelsior-type,Fraxinus ornus,Fraxinus undiff.,Fritillaria-type,Fumana,Galium-type,Geranium,Hedera,Helianthemum,Helleborus foetidus,Helleborus viridis,Hippophaë,Humulus/Cannabis,Ilex,Indeterminable (broken)/spore,Indeterminable (concealed)/spore,Indeterminable (crumpled)/spore,Indeterminable (degraded)/spore,Juglans,Larix,Lemnoideae,Liliaceae,Linum,Lithospermum,Lonicera,Lotus,Malvaceae undiff.,Marrubium-type,Mentha-type,Menyanthes,Myriophyllum alterniflorum,Myriophyllum spicatum-type,Myriophyllum undiff.,Myriophyllum verticillatum,Nuphar,Nymphaea,Olea,Ononis,Ostrya,Oxyria-type,Papaveraceae,Pedicularis,Persicaria amphibia,Persicaria maculosa-type,Persicaria undiff.,Phillyrea,Picea,Pinus subg. Strobus,Pinus undiff.,Pistacia,Plantago,Poaceae (Cerealia-type),Poaceae undiff.,Polypodiophyta undiff.spore,Polypodiumspore,Populus,Potamogeton,Potentilla-type,Poterium sanguisorba,Primulaceae undiff.,Prunus spinosa,Pteridiumspore,Pterocarya,Quercus ilex,Quercus undiff.,Ranunculus,Resedaceae,Rhamnaceae,Rosaceae cf. Geum,Rosaceae undiff.,Rumex,Salix,Sambucus,Sanguisorba officinalis,Saxifragaceae,Scilla-type,Scrophulariaceae,Scutellaria-type,Serratula-type,Solidago-type,Sorbus,Spermatophyta undiff. (trees/shrubs),Sphagnumspore,Tamarix,Taxus,Thalictrum,Thymelaeaceae cf. Daphne,Tilia,Trifolium-type,Typha angustifolia,Typha latifolia,Ulmus,Unknown (monolete)spore,Unknown (trilete)spore,Unknown undiff./spore,Urtica-type,Valeriana,Veronica-type,Viburnum,Vicia,Viola palustris-type,Viscum,Vitis,cf. Alchemilla,cf. Androsace,cf. Callitriche,cf. Centaurium,cf. Chrysosplenium,cf. Circaea,cf. Daphne,cf. Elatine,cf. Epilobium,cf. Euphorbia,cf. Frangula/Bruckenthalia,cf. Helianthemum,cf. Larixpalynomorph,cf. Mentha,cf. Mercurialis,cf. Myrica,cf. Onobrychis-type,cf. Platanus,cf. Rutaceae,cf. Sambucus,cf. Samolus valerandi,cf. Sedum,cf. Trichomanesspore
330.7,--/4175/--,26,3,,,,127,,,,,1,,,2,,5,,,,,,,,,,21,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,9,,,2,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,1,,,5,,5,1,24,4,,2,,,,,,,,5,110,,,,,,1,,,,,,,,,,,1,,,,,,,,,,4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
337.4,--/4257/--,37,3,,,,67,2,,,,8,,,2,,2,,,,,,,,,,40,,,,,,,,,,,,,,,30,,1,,,,,,,,,,,,22,,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,,79,,,,,,,1,,,1,,9,,15,1,,,,,,,,4,,44,145,,,,,,1,1,,,,,,,,,,,,,3,,,,,,,8,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
343.4,--/4331/--,51,8,,,,149,,,,,11,,,1,,1,,,,,,,,,,39,,2,,,,,,,,,,,,,12,,1,,,,,,,,,,,,11,,26,12,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,60,,,,,,,,,,4,,6,2,23,1,,,,,,,,,,44,131,,,,,,1,,,,,,,,,,,3,,,17,,,,,,,24,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
344.2,--/4342/--,43,2,,,,63,2,,,,4,,,1,,,,,,,,,,,,15,,,,,,,,,,,,,,,9,,1,,,,,,,,,,,,6,,5,1,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,,33,,,,,,,1,,,1,,2,,14,,,,,,,,,2,,6,134,,,,,,,,,,,,,,,,,3,,,7,,,2,,,,7,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,
352.7,--/4446/--,30,,,,,98,3,,,,3,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,26,,1,,,,,,,,,4,,,15,,10,4,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,71,,,,,,,4,,,5,1,3,,9,,,,,,,,,5,,37,120,,,,,,,,,,,,,,,,,2,,,22,,,,,,,17,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,
363.7,--/4581/--,42,4,,,,101,3,,,,2,,,2,,1,,,,,,,,,,23,,,,,,,,,,,,,,,16,2,1,,,,,,,,,1,,,15,,5,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,,44,,,,,,,3,,,3,2,6,3,10,,,,,,,,,,,38,138,,,,,,1,,,,,,,,,,,2,,,12,,,,,,,5,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,
370.3,--/4662/--,38,1,,,,81,2,,,,4,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,16,,1,,,,,,,,,,,,18,,13,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,30,,,,,,,4,,,2,1,2,1,8,1,,,,,,,,3,,30,110,,,,,,,1,,,,,,,,,,,,,11,,,1,,,,5,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
382.3,--/4810/--,30,2,,,,116,1,,,,4,,,,,2,,,,,,,,,,20,,,,,,,,,,,,,,,10,,,,,,,,,,,1,,,6,,3,4,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,40,,,,,,,,,,,,2,,6,2,,,,,,,,2,,37,114,,,,,,,,,,,,,,,,,2,,,10,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,--/4916/--,39,1,,,,112,,,,,8,,,,,,,,,,,,,,,18,,,,,,,,,,,1,,,,9,,,,,,,,,,,,,,19,,8,6,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,,,33,,,,,,,2,,,3,,4,3,15,,,,,,,,,,,19,199,,,,,,,,,,,,,,,,,1,,,10,,,1,,,1,10,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,
393.2,--/4943/--,34,2,,,,105,,,,,1,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,13,,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,24,,,,,,,,,,2,,3,,12,,,,,,,,,1,,3,107,,,,,,2,1,,,,,,,,,,1,,,11,,,,,,,10,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,
398.9,--/5013/--,24,,,,,117,,,,,2,,,,,1,,,,,,,,,,27,,,,,,,,,,,,,,,15,,1,,,,,,,,,1,,,8,,6,3,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,25,,,,,,,7,,,2,,2,,11,1,,,,,,,,1,,22,136,,,,,,,1,,,,,,,,,,1,,,,,,,,,,9,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
409.5,--/5144/--,23,3,,,,185,,,,,2,,,1,,1,,,,,,,,,,26,,,,,,,,,,,,,,,75,,,,,,,,,,,1,,,13,,7,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,54,,,,,,,,,,1,,2,2,22,4,,,,,,,,3,,9,145,,,,,,,1,,,,,,,,,,,,,1,,,1,,,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,--/5334/--,6,2,,,,82,1,,,,,1,,,,,6,,,,,,,,,15,,,,,,,,,,,,,,6,39,,1,,,,,,,,,,,1,5,,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,6,,37,2,,,,,,,,,6,,5,,15,,,,,,,,,,,,94,1,,,,,,1,,,,,,,,,,,,,,,,,,,,4,,1,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,
425.7,--/5345/--,20,,,,,120,,,,,5,,,,,2,,,,,,,,,,14,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,7,,6,4,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,1,1,6,3,15,,,,,,,,,5,,15,135,,,,,,2,,,,,,,,,,,1,,,2,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435.8,--/5500/--,23,1,,,,99,1,,,,4,,,,,1,,,,,,,,,,13,,,,,,,,,,,,,,,34,,1,,,,,,,,,1,,,14,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,55,,,,,,,6,,,1,,3,,8,,,,,,,,,5,,25,129,,,,,,3,,,,,,,,,,,,,,7,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.3,--/5601/--,25,,,,,122,,,,,5,,,1,,,,,,,,,,,,9,,,,,,,,,,,,,,,14,,4,,,,,,,,,,,,8,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,33,,,,,,,1,,,,,2,1,20,,,,1,,,,,1,,18,161,,,,,,,,,,,,,,,,,1,,,,,,,,,,8,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
444.9,--/5640/--,43,2,,,,165,2,,,,3,,,1,,,,,,,,,,,,11,,1,,,,,,,,,,,,,12,,,,,,,,,,,,,,12,,8,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,44,,,,,,,2,,,1,2,5,,20,1,,,,,,,,1,,3,131,,,,,,,,,,,,,,,,,,,,12,,,1,,,,2,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,
449.1,--/5705/--,36,,,,,74,1,,,,2,,,,,1,,,,,,,,,,9,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,14,,,1,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,40,,,,,,,2,,,3,,1,,6,2,,,,,,,,6,,21,165,,,,,,,,,,,,,,,,,4,,,,,,,,,,6,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
456.3,--/5815/--,20,1,,,,110,1,,,,4,,,1,,1,,,,,,,,,,9,,,,,,,,,,,,,,,5,,1,,,,,,,,,1,,,7,,4,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,36,,,,,,,,,,2,,8,,16,6,,,,,,,,2,,16,143,,,,,,,2,,,,,,,,,,2,,,1,,,,,,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
464.5,--/5942/--,15,3,,,,121,1,,,,10,,,,,1,,,,,,,,,,14,,1,,,,,,,,,,,,,16,,1,,,,,,,,,1,,,12,,15,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,39,,,,,,,,,,3,1,5,2,15,9,,,,,,,,3,,26,141,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473.4,--/6079/--,51,5,,,,102,1,,,,6,,,,,1,,,,,,,,,,18,,,,,,,,,,,,,,,10,,,,,,,,,,,1,,,12,,4,4,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,33,,,,,,,,,,2,,2,,22,3,,,,,,,,4,,17,134,,,,,,,,,,,,,,,,,1,,,,,,,,,,13,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
478.9,--/6165/--,31,,,,,16,1,,,,12,,,,,1,,,,,,,,,,15,,,,,,,,,,,,,,,17,,1,,,,,,,,,,,,10,,4,3,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,46,,,,,,,3,,,7,,1,3,18,,,1,,,,,,5,,3,152,,,,,,2,1,,,,,,,,,,2,,,,,,,,,,3,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,
482.8,--/6224/--,52,1,,,,57,,,,,4,,,,,1,,,,,,,,,,12,,,,,,,,,,,,,,,3,,2,,,,,,,,,,,,12,,1,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,50,,,,,,,4,,,3,1,3,,9,5,,2,,,,,,,,14,126,,,,,,,2,,,,,,,,,,1,,,,,,,,,1,4,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
491.3,--/6355/--,33,1,,,,100,3,,,,7,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,17,,2,,,,,,,,,1,,,7,,6,9,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,49,,,,,,,,,,1,1,,1,14,1,,,,,,,,3,,12,149,,,,,,,3,,,,,,,,,,,,,,,,1,,,,11,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
493.7,--/6392/--,40,2,,,,54,,,,,11,,,2,,,,,,,,,,,,8,,,,,,,,,,,,,,,26,,2,,,,,,,,,1,,,9,,7,6,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,1,,48,,,,,,,1,,,2,,,1,12,5,,,1,,,,,4,,15,120,,,,,,2,,,,,,,,,,,2,,,,,,,,,,6,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
500.7,--/6499/--,25,3,,,,47,,,,,3,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,23,,1,,,,,,,,,2,,,6,,,4,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,58,,,,,,,5,,,1,1,3,1,12,2,,1,,,,,,6,,13,130,,,,,,,,,,,,,,,,,2,,,1,,,,,,,3,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
501.4,--/6511/--,37,4,,,,90,1,,,,7,,,,,,,,,,,,,,,16,,1,,,,,,,,,1,,,,16,,1,,,,,,,,,,,,9,,2,3,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,40,,,,,,,10,,,2,,1,1,16,6,,,,,,,,1,,6,129,,,,,,1,4,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,
501.9,--/6518/--,36,2,,,,185,1,,,,9,,,1,,,,,,,,,,,,9,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,10,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,39,,,,,,,7,,,1,,3,2,19,1,,,,,,,,,,35,96,,,,,,1,1,,,,,,,,1,,,,,7,,,1,,,,4,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,
509.9,--/6641/--,38,1,,,,34,1,,,,6,,,1,,1,,,,,,,,,,10,,,,,,,,,,,,,,,21,,1,,,,,,,,,,,,10,,6,5,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,,,40,,,,,,,,,,2,1,2,,10,2,,,,,,,,8,,11,151,,,,,,,1,,,,,,,,,,2,,,,,,,,,1,4,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,
510.3,--/6647/--,21,3,,,,63,1,,,,3,,,1,,1,,,,,,,,,,20,,,,,,,,,,,,,,,18,,2,,,,,,,,,,,,8,,2,1,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,46,,,,,,,8,,,2,,,,6,,,2,,,,,,2,,3,112,,,,,,,,,,,,,,,,,3,,,1,,,1,,,,9,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,
511.1,--/6660/--,39,7,,,,167,1,,,,3,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,9,,2,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,,28,,,,,,,8,,,2,,4,,8,3,,,,,,,,3,,5,114,,,,,,,1,,,,,,,,,,1,,,9,,,,,1,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
519.9,--/6795/--,46,1,,,,43,,,,,2,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,22,,,,,,,,,,,1,,,12,,1,5,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,49,,,,,,,9,,,4,,2,,18,,,,,,,,,3,,16,126,,,,,,2,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
520.5,--/6805/--,26,,,,,62,2,,,,,2,,,,,,,,,,,,,,17,,,,,,,,,1,,,,,,11,,1,,,,,,,,,1,,1,17,,11,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,1,,,27,,,,,,,,,,1,,1,,16,,,,,,,,,,,,205,1,,1,,,,1,,,,,,,,1,,,,,,,,,,,,6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521.9,--/6838/--,40,,,,,82,1,,,,13,,,,,1,,,,,,,,,,11,,1,,,,,,,,,2,,,,13,,3,,,,,,,,,,,,9,,2,9,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,,36,,,,,,,10,,,3,,3,,15,3,,,,,,,,4,,9,138,,,,,,,,,,,,,,,,,,,,,,,,,1,,9,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,
524.8,--/6905/--,43,1,,,,80,3,,,,4,,,,,3,,,,,,,,,,13,,,,,,,,,,,,,,,27,1,2,,,,,,,,,3,,,10,,2,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,45,,,,,,,3,,,1,,,2,14,4,,,,,,,,5,,9,115,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
528.7,--/6996/--,32,1,,,,96,1,,,,4,,,1,,,,,,,,,,,,19,,,,,,,,,,,,,,,19,1,2,,,,,,,,,,,,16,,,5,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,47,,,,,,,8,,,,,,4,14,6,,4,,,,,,1,,4,153,,,,,,,1,,,,,,,,,,2,,,2,,,,,,,10,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
528.7,--/6997/--,23,1,,,,271,,,,,1,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,16,,2,,,,,,,,,,,,9,,2,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,36,,,,,,,10,,,1,,10,23,23,6,,,,,,,,3,,13,141,,,,,,1,,,,,,,,,,,1,,,3,,,,,1,,11,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
535.6,--/7156/--,45,2,,,,31,1,,,,2,,,,,,,,,,,,,,,14,,,,,,,,,,,1,,,,15,,,,,,,,,,,,,,13,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,38,,,,,,,9,,,1,,1,1,11,6,,,,,,,,2,,10,124,,,,,,,1,,,,,,,,,,,,,1,,,,,,,5,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
541.4,--/7291/--,31,1,,,,45,2,,,,8,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,24,,4,,,,,,,,,,,,18,,5,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,26,,,,,,,1,,,4,,,,10,9,,,,,,,,3,,1,91,,,,,,1,3,,,,,,,,,,3,,,3,,,1,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542.1,--/7309/--,29,,,,,1,1,,,,4,,,,,3,,,,,,,,,,10,,,,,,,,,,,,,,,18,1,3,,,,,,,,,,,,7,,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,45,,,,,,,4,,,1,,1,1,12,12,,,,,,,,5,,5,141,,,,,,,,,,,,,,,,,1,,,1,,,,,,,8,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
562.3,--/7778/--,33,3,,,,33,3,,,,4,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,13,,3,,,,,,,,,,,,18,,,5,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,39,,,,,,,9,,,6,,1,,22,4,,,,,,,,9,,,107,,,,,,,1,,,,,,,,,,1,,,,,,8,,,,21,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
563.6,--/7809/--,27,3,,,,1,,,,,3,,,,,,,,,,,,,,,7,,,,,,,,,,,1,,,,15,,3,,,,,,,,,,,,15,,3,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,70,,,,,,,2,,,3,,4,,16,2,,,,,,,,5,,,157,,,,,,,,,,,,,,,,,,,,,,,1,,,,8,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
566.4,--/7874/--,34,1,,,,,,,,,2,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,37,,5,,,,,,,,,,,,15,,,3,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,40,,,,,,,13,,,1,,1,2,22,1,,,,,,,,2,,6,156,,,,,,,1,,,,,,,,,,1,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584.6,--/8297/--,3,,,,,49,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,31,,1,,,,,,,,,,,,5,,4,3,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,12,,,4,,,,10,23,,,,,,,,2,,,136,,,,,,,,,,,,,,,,,1,,,,,,4,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588.6,--/8391/--,21,2,,,,13,1,,,,2,,,2,,1,,,,,,,,,,7,,,,,,,,,,,,,,,41,,2,,,,,,,,,,,,25,,8,2,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,5,,,,,,,25,7,,,,,,,,2,,6,137,,,,,,1,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
598.5,--/8623/--,2,2,,,,29,,,,,3,,,2,,,,,,,,,,,,7,,,,,,,,,,,,,,,32,,,,,,,,,,,,,,6,,2,4,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,,,,,1,,,,8,,,,,,,,,2,,,138,,,,,,,,,,,,,,,,,,,,,,,2,,,,13,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
600.7,--/8673/--,23,2,,,,33,,,,,4,,,1,,,,,,,,,,,,3,,,,,,,,,,,,,,,40,,,,,,,,,,,1,,,22,,1,4,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,47,,,,,,,8,,,1,,1,1,18,4,,,,,,,,,,2,131,,,,,,1,,,,,,,,,,,1,,,,,,3,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611.7,--/8929/--,18,1,,,,32,3,,,,3,,,1,,1,,,,,,,,,,5,,,,,,,,,,,,,,,49,1,4,,,,,,,,,,,,10,,3,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,41,,,,,,,,,,1,,,,10,3,,,,,,,,2,,2,155,,,,,,,,,,,,,,,,,3,,,,,,3,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617.4,--/9064/--,4,,,,,24,2,,,,6,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,35,,1,,,,,,,,,,,,9,,1,6,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,,,,,,1,,,3,,,1,12,1,,,,,,,,2,,1,160,,,,,,,1,,,,,,,,,,,,,,,,2,,1,,11,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
617.5,--/9065/--,1,,,,,35,3,,,,,5,,1,,,,,,,,,,,,6,,,,,,,,,1,1,,,,,41,1,1,,,,,,,,,,,1,14,,14,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,13,,45,,,,,,,,,,,,1,,17,,,,2,,,,,,,,269,,,1,,,1,,5,,,,,,,,,,,,,,,5,,,,5,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,
618.3,--/9079/--,22,,,,,64,,,,,5,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,39,1,4,,,,,,,,,1,,,9,,3,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,8,,,4,,,3,16,,,,,,,,,4,,2,138,,,,,,,,,,,,,,,,,1,,,,,,3,,2,,14,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
628.9,--/9280/--,20,1,,,,50,2,,,,2,,,2,,,,,,,,,,,,2,,,,,,,,,,,1,,,,40,1,1,,,,,,,,,,,,5,,2,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,,,,,,,6,,,4,,1,,19,1,,,,,,,,3,,2,127,,,,,,,1,,,,,,,,,,1,,,,,,,,,,16,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
638.6,--/9464/--,4,,,,,18,2,,,,6,,,,,,,,,,,,,,,4,,1,,,,,,,,,,,,,63,,1,,,,,,,,,2,,,6,,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,2,,,,,3,1,9,,,,,,,,,2,,,100,,,,,,,,,,,,,,,,,,,,,,,2,,1,,16,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
640.9,--/9507/--,1,,,,,27,,,,,9,,,,,,,,,,,,,,,2,,,,,,,,,,,1,,,,46,,2,,,,,,,,,,,,5,,5,8,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,9,,,2,,2,,16,,,,,,,,,,,,133,,,,,,1,2,,,,,,,,,,,,,,,,4,,2,,15,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,
645.3,--/9590/--,3,2,,,,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,1,,,,,,,,,1,,,11,,2,6,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,2,,3,,14,1,,1,2,,,,,1,,,144,,,,,,,,,,,,,,,,,,,,,,,4,,1,,11,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
651,--/9698/--,1,2,,,,41,,,,,4,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,20,,5,,,,,,,,,,,,10,,4,7,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,38,,,,,,,6,,,1,,,,11,2,,,,,,,,,,2,133,,,,,,,1,,,,,,,,,,3,,,,,,6,,,,7,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,
