"age_Calendar_years_BP","ageolder_BP","ageyounger_BP","depth","Abies","Acer","Acorus","Alchemilla t.","Alismataceae","Alnus","Amaranthaceae undif.","Anthemideae undif.","Apiaceae undif.","Artemisia","Asphodelus t.","Asteroideae undif.","Betula","Betulaceae undif.","Boraginaceae undif.","Brassicaceae","Bryophyta undiff.","Buxus","Campanulaceae","Cannabaceae undif.","Cardueae undif.","Carpinus","Caryophyllaceae undif.","Castanea","Cedrus","Celastraceae undif.","Centaurea","Cichorieae","Cistaceae","Cornus","Corylus","Cupressaceae","Cyperaceae","Dipsacaceae","Echium t.","Ephedra","Erica t.","Eucalyptus spike","Eucalyptus suspension","Euphorbia t.","Fabaceae Undif.","Fagus","Fern","Fern-Equisetophyta","Filipendula t.","Fraxinus","Galium t.","Gentiana t.","Geranium","Hedera","HippophaÃ«","Hypericum undif.","Ilex","Indeterminable","Juglans","Lamiaceae undif.","Larix","Lonicera","Malva undif.","Menyanthes","Myriophyllum alterniflorum t.","Myriophyllum spicatum/verticillatum t.","Myrtus","Nuphar","Nymphaea","Olea t.","Onagraceae","Oxyria","Papaver t.","Persicaria t.","Petaloid monocot","Phillyrea","Picea","Pinus undif.","Pistacia","Plantago","Platanus","Plumbaginaceae","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Populus","Potamogeton","Potentilla t.","Primulaceae undif.","Quercus evergreen","Quercus undif.","Ranunculaceae undif.","Resedaceae undiff.","Rhamnaceae undif.","Rosaceae undif.","Rumex t.","Salix","Sambucus","Sanguisorba t.","Saxifragaceae","Scrophulariaceae undif.","Taxus","Thalictrum","Thymelaeaceae undif.","Tilia","Trifolium t.","Typha","Ulmus t.","Unknown","Urtica t.","Valerianaceae undif.","Viburnum","Viscum","Vitis"
"65335","66300","64380","4405.0","25","2","0","0","0","20","29","4","5","44","0","3","4","0","0","1","0","0","0","0","0","4","1","0","0","0","2","5","3","0","1","18","3","0","0","1","0","541","22500","0","0","19","0","0","0","2","6","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0","4","0","0","97","2","0","0","1","0","0","0","25","0","0","0","0","3","1","0","0","0","0","0","2","0","0","0","1","2","3","0","0","0","0","0"
"65789","66966","64647","4425.0","29","0","0","0","0","27","17","3","5","29","0","0","6","0","0","2","0","2","0","0","1","1","1","0","0","0","1","2","0","0","0","23","3","0","0","1","0","129","22500","0","0","24","0","0","0","0","4","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","23","0","0","0","0","88","8","0","0","5","0","0","0","51","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","2","4","0","0","0","0","0","0"
"66026","67221","64805","4445.0","41","1","0","0","0","30","21","0","4","25","0","1","4","0","0","0","0","0","0","0","0","8","2","0","0","0","2","0","0","0","1","58","4","0","0","1","0","294","22500","0","0","29","0","0","1","2","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","0","3","0","0","123","7","0","0","4","0","0","0","47","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","1","6","0","0","0","0","0","0"
"66523","67761","65241","4465.0","15","0","0","0","0","15","32","4","1","41","0","1","3","0","1","5","0","0","0","0","0","2","1","0","0","0","1","0","2","0","1","42","5","0","0","1","0","129","22500","1","0","12","0","0","1","0","6","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","2","0","0","126","13","0","0","1","0","0","0","15","0","0","0","1","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0"
"66971","68058","65892","4485.0","28","1","0","0","0","28","28","6","2","39","0","3","1","0","1","0","0","0","0","0","0","1","1","0","0","0","2","1","0","0","1","27","1","0","0","2","0","198","22500","0","0","13","0","0","0","1","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","20","0","5","0","0","109","9","0","0","2","0","0","0","23","0","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
"67357","68340","66389","4510.0","24","5","0","0","0","29","20","3","5","31","1","2","3","1","0","0","0","1","0","0","0","1","0","1","0","0","0","2","0","0","0","10","2","0","0","1","0","65","22500","0","0","24","0","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","6","0","0","85","6","0","0","0","0","0","0","55","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","4","1","0","0","0","0","0"
"67639","68812","66511","4530.0","20","2","0","0","0","32","25","0","3","30","0","0","2","0","0","2","0","1","0","0","0","3","0","0","0","0","1","0","0","0","1","10","0","0","0","1","0","106","22500","0","0","16","0","0","0","3","7","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","3","0","0","69","1","0","0","2","0","0","0","41","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","2","0","0","0","0","0","0"
"67688","68970","66374","4550.0","11","2","0","0","0","33","33","4","4","35","0","0","6","0","0","4","0","0","0","0","0","1","1","0","0","0","2","3","0","0","1","32","1","0","0","0","0","37","22500","2","0","27","0","0","0","1","10","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","3","0","0","82","7","0","0","0","0","0","0","41","0","0","0","0","2","0","0","1","0","0","0","1","0","0","0","1","6","2","0","0","0","0","0"
"68141","69120","67144","4590.0","6","0","0","0","0","7","39","3","3","69","0","1","1","0","0","1","0","0","0","0","2","0","1","0","0","0","1","1","0","0","0","31","1","0","0","0","0","99","22500","0","0","2","0","0","1","0","6","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","20","0","5","0","0","124","14","0","0","1","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","2","0","0","0","0","0"
"68555","69547","67544","4610.0","3","1","0","0","0","2","22","11","3","53","0","0","4","1","0","3","0","0","0","0","2","0","3","0","0","0","0","3","0","0","2","27","3","0","0","3","0","109","22500","0","0","3","0","0","2","1","9","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","9","0","0","128","3","0","0","1","0","0","0","8","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","4","0","0","0","0","0"
"69417","70489","68289","4650.0","5","0","0","0","0","2","18","8","4","28","0","0","4","0","0","5","0","0","0","0","0","0","4","0","0","0","1","1","2","0","0","16","6","0","0","0","0","97","22500","2","0","11","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","0","2","0","0","111","8","0","0","0","0","0","0","18","0","0","0","0","2","0","0","0","0","0","0","3","0","0","0","0","2","0","0","0","0","0","0"
"70128","71365","68861","4690.0","6","2","0","0","0","4","10","3","0","22","0","1","2","0","0","3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","5","2","0","0","2","0","399","22500","1","0","14","1","0","1","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","40","0","2","0","0","127","5","0","0","0","0","0","0","23","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","4","0","0","0","0","0"
"70486","71519","69458","4710.0","9","1","0","0","0","13","12","4","0","22","0","1","8","0","0","1","0","0","0","0","0","1","4","0","0","0","1","6","0","0","0","0","0","0","0","0","1","172","22500","0","1","10","1","0","1","3","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33","0","1","0","0","76","8","0","0","0","0","0","0","36","0","0","0","0","0","2","0","0","0","0","0","1","0","1","0","0","2","0","0","0","0","0","0"
"70861","71868","69812","4730.0","2","0","0","0","0","4","9","3","5","37","0","0","1","0","0","13","0","0","0","0","4","0","0","0","0","0","0","1","0","0","0","7","0","0","0","3","0","92","22500","0","0","4","0","0","3","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","41","0","3","0","0","207","6","0","0","1","0","0","0","13","0","0","0","0","3","2","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0"
"71331","72851","69892","4750.0","7","0","0","0","0","7","7","0","5","30","0","0","3","0","0","3","0","0","0","0","0","3","0","0","0","0","2","1","0","0","0","0","3","0","0","0","0","178","22500","2","0","5","0","0","0","0","6","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46","0","4","0","0","159","4","0","0","0","0","0","0","26","1","0","0","0","0","1","0","0","0","0","0","4","0","0","0","1","2","2","0","0","0","0","0"
"71619","72628","70580","4770.0","13","0","0","0","0","13","23","9","12","52","1","4","0","1","0","0","0","0","0","0","0","3","1","0","0","0","0","0","0","0","1","2","1","1","0","0","0","145","22500","4","0","16","0","0","0","0","4","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","26","0","3","0","0","174","10","0","1","0","0","0","0","17","0","0","0","1","2","0","0","0","0","0","0","1","0","0","0","0","4","2","0","0","0","0","0"
"71805","72800","70834","4790.0","10","0","0","0","0","18","25","4","5","27","0","0","2","1","0","4","0","0","0","0","1","2","0","0","0","0","1","3","0","0","0","1","2","0","0","4","1","318","22500","0","0","8","1","0","0","0","9","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32","0","1","0","0","129","3","0","0","0","0","0","0","28","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","3","4","0","0","0","0","0"
"72159","73317","71009","4817.0","5","3","0","0","0","7","12","5","2","23","0","3","5","1","0","3","0","0","0","0","0","3","0","0","0","0","1","2","0","0","0","0","2","0","0","1","0","182","22500","0","0","16","0","0","2","1","12","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","0","4","0","0","125","5","0","0","0","0","0","0","34","1","0","0","0","1","1","0","0","0","0","0","3","0","0","0","0","7","3","0","0","0","0","0"
"72269","73527","70937","4837.0","20","2","0","0","0","8","6","0","2","27","0","0","7","1","0","4","0","0","0","0","0","4","0","0","0","0","0","1","1","0","1","3","4","0","0","2","2","280","22500","0","0","5","1","0","2","0","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","35","0","2","0","0","100","9","0","0","0","0","0","0","23","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","3","1","0","0","0","0","0"
"72519","73864","71138","4857.0","8","1","0","0","0","6","15","4","3","29","0","2","5","0","0","4","0","0","0","0","0","2","1","0","0","0","0","1","1","0","0","0","2","0","0","0","0","239","22500","3","0","5","0","0","0","0","7","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","0","1","0","0","108","9","0","0","0","0","0","0","16","0","0","0","0","1","0","0","1","0","0","0","3","0","0","0","0","1","0","0","0","0","0","0"
"72823","74285","71434","4877.0","31","2","0","0","0","5","7","2","11","22","0","1","5","0","0","2","0","0","0","0","2","4","1","0","0","0","0","1","0","0","0","2","5","0","0","0","0","110","22500","0","0","30","0","0","0","4","7","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","43","0","3","0","0","79","6","0","0","0","0","0","0","40","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","22","2","0","0","0","0","0"
"73241","74296","72193","4897.0","41","3","0","0","0","4","7","1","4","14","2","2","16","1","0","3","0","1","0","0","0","7","0","0","0","0","0","3","0","0","2","1","5","0","0","11","0","225","22500","0","0","30","0","0","1","2","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","45","0","3","0","0","61","3","0","0","0","0","0","0","55","0","0","0","0","1","2","0","0","0","0","0","2","0","0","0","0","15","0","0","0","0","0","0"
"73418","74748","72135","4917.0","29","3","0","0","0","5","8","1","7","17","0","1","37","0","0","5","0","0","0","0","0","10","0","0","0","0","0","0","0","0","7","2","2","0","0","3","1","106","22500","0","0","25","0","0","1","5","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","34","0","2","0","0","103","5","0","0","0","0","0","0","65","0","0","0","0","3","2","0","0","0","0","0","3","0","0","0","0","21","0","0","0","0","0","0"
"73778","74946","72549","4937.0","11","3","0","0","0","3","5","1","5","18","0","1","39","0","0","2","0","0","0","0","0","1","1","1","0","0","0","0","0","0","4","3","4","0","0","0","0","141","22500","1","1","12","0","0","0","6","4","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","34","0","2","0","0","108","3","0","0","0","0","0","0","57","0","0","0","0","0","2","0","0","0","0","0","4","0","0","0","4","8","6","0","0","0","0","0"
"74170","75333","72968","4957.0","7","4","0","0","0","13","8","1","5","16","0","0","11","0","0","3","0","0","0","0","0","1","0","0","0","0","0","1","1","0","1","2","3","0","0","1","0","247","22500","1","0","18","0","0","1","4","8","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","56","0","0","0","0","107","7","0","0","0","0","0","0","50","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","4","10","0","0","0","0","0"
"74338","75394","73284","4977.0","5","5","0","0","0","27","8","3","1","17","0","0","5","0","0","1","0","0","0","0","0","5","0","0","0","0","0","3","0","0","2","2","2","0","0","1","0","212","22500","0","0","15","0","0","1","1","2","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","24","0","2","0","0","85","2","0","0","0","0","0","0","74","0","0","0","0","2","1","0","1","0","0","0","0","0","0","0","0","9","4","0","0","0","0","0"
"74429","75610","73356","4997.0","9","7","0","0","0","28","11","2","2","14","0","0","2","1","0","6","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","173","22500","0","0","20","0","0","0","3","9","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0","1","0","0","89","7","0","0","0","0","0","0","30","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","6","4","0","0","0","0","0"
"75540","76623","74499","5057.0","4","0","0","0","0","6","15","5","4","37","0","0","1","1","0","3","0","0","0","0","1","2","1","0","0","0","1","2","0","0","0","1","3","0","0","0","0","230","22500","0","0","4","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","28","0","2","0","0","165","9","0","0","1","0","0","0","10","0","0","0","0","3","2","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0"
"76210","77285","75112","5097.0","4","0","0","0","0","1","18","13","3","36","0","0","0","0","0","1","0","0","0","0","2","1","0","0","0","0","0","1","0","0","0","0","3","0","0","1","0","168","22500","0","0","3","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","147","11","0","0","1","0","0","0","5","0","0","0","0","2","2","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0"
