"age_Calibrated_radiocarbon_years_BP","ageolder_BP","ageyounger_BP","depth","Sample quantity","Abies","Acer","Alismataceae","Alnus","Amaranthaceae undif.","Ambrosia t.","Anthemideae undif.","Apiaceae undif.","Arceuthobium","Artemisia","Asphodelus t.","Asteroideae undif.","Betula","Boraginaceae undif.","Brassicaceae","Buxus","Calluna","Campanulaceae","Cardueae undif.","Carpinus","Caryophyllaceae undif.","Cedrus","Centaurea","Cistaceae","Coriaria","Corylus","Crassulaceae","Cupressaceae","Cyperaceae","Dipsacaceae","Echinops","Ephedra","Erica t.","Erodium","Euphorbia t.","Fabaceae Undif.","Fern","Fern-Lycopodiaceae","Filipendula t.","Fraxinus","Galium t.","Genisteae","Gentiana t.","Gentianaceae undif.","Geranium","Hedera","HippophaÃ«","Indeterminable","IsoÃ«tes","Lamiaceae undif.","Lemnaceae","Linum t.","Lycopodium spike","Lycopodium tablets","Lythrum","Mercurialis","Morella","Olea t.","Pedicularis","Persicaria t.","Petaloid monocot","Phillyrea","Picea","Pinus undif.","Pistacia","Plantago","Plumbaginaceae","Poaceae","Poaceae (Cerealia-type)","Polygonum t.","Populus","Potamogeton","Primulaceae undif.","Pseudoschizaea","Quercus deciduous","Quercus evergreen","Quercus subgen. Cerris","Ranunculaceae undif.","Rhamnus","Rosaceae undif.","Rumex t.","Salix","Sanguisorba t.","Scrophulariaceae undif.","Spergularia t.","Tamarix","Taraxacum","Taxus","Thalictrum","Tilia","Trifolium t.","Typha","Ulmus t.","Unknown","Urtica t.","Valerianaceae undif.","Vitis"
"26501",NA,NA," 975","4.0","0","0","0","2","6","0","4","2","0","30","0","1","0","0","2","0","1","0","0","0","2","10","0","3","0","0","0","4","0","0","0","5","14","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1209","21358","0","0","0","0","0","0","0","0","0","777","0","2","0","0","0","0","0","0","0","0","4","4","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","1","0","0","0"
"26656",NA,NA," 979","8.0","0","0","0","0","7","0","5","0","0","21","1","1","0","0","1","0","1","0","0","0","0","6","0","8","0","0","0","4","1","0","0","4","15","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","1470","37160","0","0","0","0","0","0","0","0","0","501","0","2","0","5","0","0","0","0","0","0","6","5","0","0","0","0","1","0","0","0","0","0","9","0","0","0","0","1","0","0","0","0","0"
"26906",NA,NA," 985","4.0","0","0","0","0","2","0","5","0","0","7","0","3","0","0","1","0","0","0","0","0","0","24","1","1","0","0","0","7","3","0","0","2","16","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","2","0","0","0","1367","25084","0","0","0","0","0","0","0","0","0","853","0","2","1","10","0","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","15","0","0","0","0","0","0","1","0","0","0"
"27462",NA,NA," 995","5.0","1","0","0","4","6","0","1","0","0","18","0","3","0","0","0","0","1","0","0","0","0","13","0","3","0","0","0","9","6","0","0","5","9","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","3","0","0","0","363","25084","0","0","0","0","0","0","0","0","0","276","0","1","0","9","0","0","0","0","1","0","3","8","0","0","0","0","1","0","0","0","0","0","16","0","0","0","0","1","0","2","0","0","0"
"28015",NA,NA,"1005","3.0","0","0","0","0","12","0","5","0","0","24","0","2","0","0","0","0","0","0","0","0","1","16","1","1","0","0","0","11","1","0","0","5","5","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","3366","25084","0","0","0","1","0","0","0","0","0","415","0","0","0","7","0","0","0","0","0","0","1","2","0","0","0","1","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0"
"28561",NA,NA,"1021","3.0","0","0","0","1","5","0","2","0","0","19","0","2","0","0","2","0","0","0","0","0","0","10","0","1","0","0","0","11","4","0","0","6","13","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1047","25084","0","0","0","0","0","0","0","0","0","438","0","1","0","8","0","0","0","0","0","0","7","3","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0"
"28808",NA,NA,"1031","3.0","1","0","0","0","4","0","4","0","0","11","0","0","0","0","1","0","1","0","0","0","0","15","1","5","0","0","0","20","2","0","0","5","9","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","2","0","0","0","1428","25084","0","0","0","0","0","0","0","0","0","429","0","2","0","7","0","0","0","0","0","0","6","1","0","0","0","0","0","0","1","0","0","0","8","0","2","0","0","0","0","0","0","0","0"
"28907",NA,NA,"1035","4.0","0","0","0","1","4","0","1","0","0","9","0","0","0","0","0","0","0","0","0","0","2","14","0","3","0","0","0","12","1","0","0","2","4","0","0","0","0","0","1","0","0","0","0","0","0","0","8","0","1","0","0","0","728","25084","0","0","0","0","0","0","0","0","0","192","0","3","0","18","0","0","0","0","0","0","6","2","0","0","0","1","0","0","0","0","0","0","8","0","0","0","0","0","0","4","0","0","0"
"30149",NA,NA,"1055","3.5","0","0","0","0","9","0","7","0","0","30","0","2","0","0","2","0","0","0","0","0","0","11","0","1","0","0","0","6","1","0","0","15","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","753","25084","0","0","0","0","0","0","0","0","0","511","0","1","0","11","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0"
"30636",NA,NA,"1065","3.5","0","0","0","2","19","0","2","0","0","12","0","0","0","0","3","0","0","0","0","0","1","18","0","0","0","0","0","7","3","0","0","15","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","7","0","0","0","0","1141","25084","0","0","0","0","0","0","0","0","0","423","0","0","0","8","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0"
"30973",NA,NA,"1075","3.0","0","0","0","0","8","0","6","1","0","14","0","5","0","0","0","0","0","0","0","0","1","23","1","4","0","0","0","0","1","0","0","14","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1940","25084","0","0","0","0","0","0","0","0","0","639","0","2","0","2","0","0","0","0","0","0","2","2","0","0","0","0","0","1","0","0","0","0","19","0","0","0","0","0","0","0","0","0","0"
"31164",NA,NA,"1085","5.5","0","0","0","0","4","0","5","0","0","12","0","1","0","0","0","0","1","0","0","0","1","27","0","1","0","0","0","10","5","0","0","2","8","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","806","25084","0","0","0","1","0","0","0","0","0","414","0","2","0","7","0","0","0","0","0","0","6","3","0","0","0","1","0","0","0","0","0","0","4","0","0","0","0","1","0","2","0","0","0"
"31407",NA,NA,"1095","4.0","1","0","0","3","5","0","3","0","0","17","0","2","0","0","0","0","0","0","0","0","1","12","1","2","0","0","0","6","3","0","0","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","788","25084","0","0","0","1","0","0","0","0","0","294","0","0","0","14","0","0","0","0","0","0","5","6","0","0","0","1","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0"
"31552",NA,NA,"1101","3.5","0","0","0","0","8","0","5","0","0","20","0","1","0","0","2","0","0","0","0","0","1","19","0","4","0","0","0","10","0","0","0","3","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3964","25084","0","1","0","0","0","0","0","0","0","235","1","0","0","6","0","0","0","0","0","0","7","2","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","2","0","0","0"
"31649",NA,NA,"1105","3.0","0","0","0","0","3","0","3","0","0","10","0","2","0","0","1","0","0","0","0","0","0","36","0","2","0","0","0","5","1","0","0","6","13","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4471","25084","0","0","0","0","0","0","0","0","0","613","0","0","0","3","0","0","0","0","0","0","6","1","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","1","0","0","0"
"31858",NA,NA,"1115","3.5","1","0","0","1","7","0","3","0","1","14","0","5","0","0","1","0","0","0","0","0","1","15","1","1","0","0","0","11","1","0","0","6","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","775","25084","0","0","0","0","0","0","0","0","0","571","0","1","0","9","0","0","0","0","0","0","9","2","0","0","1","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0"
"32033",NA,NA,"1125","3.0","1","0","0","2","6","0","1","0","0","14","0","1","0","0","2","0","0","0","0","0","0","27","0","1","0","1","0","10","1","0","0","2","4","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","2","0","0","0","574","25084","0","0","0","0","0","0","0","0","0","633","0","0","0","7","0","0","0","0","0","0","15","6","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","3","0","0","0"
"32160",NA,NA,"1131","3.0","2","0","0","0","8","0","1","0","0","3","0","2","0","1","0","0","0","0","0","0","0","42","2","1","0","0","0","3","0","0","0","1","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1357","25084","0","0","0","0","0","0","0","0","0","916","0","0","0","0","0","0","0","0","0","0","16","2","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0"
"32318",NA,NA,"1135","4.0","0","0","0","3","6","0","3","0","0","6","0","3","1","0","1","0","0","0","0","0","0","9","1","1","0","0","0","12","4","0","0","4","5","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","516","25084","0","0","0","0","0","0","0","0","0","351","0","0","0","12","0","0","0","0","0","0","13","4","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0"
"32555",NA,NA,"1141","4.0","0","0","0","1","10","0","1","0","0","18","0","7","0","0","1","0","0","0","0","0","1","17","0","2","0","0","0","7","6","0","0","2","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1010","25084","0","0","0","0","0","0","0","0","0","473","0","0","0","6","0","0","0","0","0","0","6","5","0","0","0","1","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0"
"32713",NA,NA,"1145","4.0","1","1","0","1","10","0","2","0","0","21","0","1","0","0","1","0","0","0","0","0","0","8","0","1","0","0","0","6","2","0","0","10","3","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","563","25084","0","0","0","0","0","0","0","0","0","350","0","3","0","10","0","0","0","0","0","0","11","2","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0"
"32933",NA,NA,"1151","3.0","1","0","0","0","13","0","4","1","0","17","0","0","0","0","1","0","0","0","0","0","1","19","3","1","0","0","0","5","2","0","0","11","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1475","25084","0","0","0","0","0","0","0","0","0","647","0","0","0","3","0","0","0","0","0","0","10","1","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","2","0","0","0"
"33025",NA,NA,"1155","3.5","0","0","0","0","16","0","0","0","0","46","0","2","0","0","1","0","0","0","0","0","1","9","0","2","0","0","0","9","0","0","0","6","4","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","322","25084","0","0","0","0","0","0","0","0","0","280","0","0","0","9","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","1","0","5","0","0","0"
"33254",NA,NA,"1165","3.0","0","1","0","1","4","0","1","0","0","10","0","1","0","0","0","0","0","0","0","0","0","23","0","0","0","0","0","15","3","0","0","2","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","2","0","0","0","607","25084","0","0","0","0","0","0","0","0","0","531","0","4","0","7","0","0","0","0","0","0","16","9","1","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","1","0","0","0"
"33391",NA,NA,"1171","5.0","0","0","0","1","6","0","1","0","0","14","0","1","1","0","0","0","0","0","0","0","1","26","1","1","0","0","0","9","2","0","0","2","12","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","425","25084","0","0","0","0","0","0","0","0","0","282","0","0","0","7","0","0","0","0","0","0","9","3","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"33517",NA,NA,"1175","3.0","1","0","0","0","5","0","2","0","0","13","0","3","0","0","0","0","1","0","0","0","0","29","1","3","0","0","0","9","1","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0","0","0","855","25084","0","0","0","0","0","0","0","0","0","474","0","0","0","5","0","0","0","0","0","0","12","6","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0"
"34082",NA,NA,"1185","5.0","0","0","0","2","7","0","0","0","0","36","0","2","0","0","1","0","0","0","0","0","2","12","0","1","0","0","0","24","2","0","0","7","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","199","25084","0","0","0","0","0","0","0","0","0","187","0","1","0","5","0","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","4","0","0","0"
"34606",NA,NA,"1195","5.0","0","0","0","0","9","0","3","0","0","16","0","3","0","0","0","0","0","0","0","0","0","23","1","2","0","0","0","11","1","0","0","7","9","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","344","25084","0","0","0","0","0","0","0","0","0","561","0","0","0","8","0","0","0","0","0","0","7","1","0","0","0","0","0","0","0","0","0","0","4","0","1","0","0","0","1","1","0","0","0"
"34765",NA,NA,"1205","3.0","2","0","0","0","7","0","2","0","0","3","0","0","0","0","0","0","0","0","0","0","1","21","2","3","0","0","0","15","0","0","0","1","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","405","25084","0","0","0","0","0","0","0","0","0","626","0","2","0","7","0","0","0","0","0","0","17","6","0","0","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"34860",NA,NA,"1211","3.5","2","0","0","0","2","0","1","1","0","3","1","2","0","0","1","0","1","0","0","0","0","44","0","3","0","0","0","15","2","0","0","5","10","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","389","25084","0","0","0","0","0","0","0","0","0","722","0","0","0","4","0","0","0","0","0","0","20","6","0","0","0","0","0","0","1","0","0","0","8","0","0","0","0","0","0","1","1","0","0"
"34923",NA,NA,"1215","3.0","1","0","0","0","3","0","3","0","0","3","1","2","0","0","0","0","0","0","0","0","0","53","0","1","0","0","0","5","2","0","0","4","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1130","25084","0","0","0","0","0","0","0","0","0","1321","0","0","0","4","0","0","0","0","0","0","13","3","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","1","0","0","0"
"35018",NA,NA,"1221","3.0","0","0","0","1","5","0","1","0","0","8","0","1","0","0","1","0","0","0","0","0","0","52","0","1","0","0","0","12","1","0","0","5","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","897","25084","0","0","0","1","0","0","0","0","0","995","0","1","0","3","0","0","0","0","0","0","9","5","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0"
"35082",NA,NA,"1225","4.5","1","1","0","0","5","0","2","0","0","9","0","1","0","0","0","0","0","0","0","0","0","19","0","2","0","1","0","12","5","0","0","3","7","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","294","25084","0","0","0","0","0","0","0","0","0","407","1","1","0","9","0","0","0","0","0","0","14","5","0","0","0","0","1","0","0","0","0","0","11","0","0","0","0","1","0","0","0","0","0"
"35177",NA,NA,"1231","2.5","0","0","0","1","9","0","2","0","0","21","0","5","0","0","1","0","0","0","0","0","1","38","0","0","0","0","0","15","2","0","0","11","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","643","25084","0","0","0","0","0","0","0","0","0","612","0","1","0","3","0","0","0","0","0","0","9","5","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","1","0"
"35241",NA,NA,"1235","4.0","1","0","0","1","4","0","3","0","0","6","0","2","0","0","2","0","0","0","0","0","1","30","1","1","0","0","0","9","4","0","0","7","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","633","25084","0","0","0","0","0","0","0","0","0","509","0","0","1","5","0","0","0","0","0","0","6","3","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","2","0","0","0"
"35787",NA,NA,"1245","4.5","0","0","0","0","15","0","8","0","0","23","0","8","0","0","0","0","0","0","0","0","0","35","0","5","0","0","0","10","0","0","0","8","7","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","711","25084","0","0","0","0","0","0","0","0","0","558","0","0","0","2","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0"
"36199",NA,NA,"1251","4.5","0","0","0","0","11","0","6","0","0","21","0","3","0","0","1","0","0","0","0","0","0","29","1","1","0","0","0","6","1","0","0","10","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","476","25084","0","0","0","0","0","0","0","0","0","495","0","0","0","5","0","0","0","0","0","0","5","2","1","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"36315",NA,NA,"1255","5.5","2","0","0","1","13","0","3","0","0","26","0","1","0","0","0","0","0","0","0","0","0","11","2","2","0","0","0","11","0","0","0","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102","25084","1","0","0","0","0","0","0","1","0","271","0","1","0","7","0","0","0","0","0","0","14","11","0","0","0","0","0","0","1","0","0","0","6","0","0","0","0","0","0","0","0","0","0"
"36490",NA,NA,"1261","6.0","0","0","0","0","11","0","4","0","0","11","0","2","0","0","0","0","0","0","0","0","0","40","0","1","0","0","0","13","0","0","0","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","1","0","1","0","258","25084","0","0","0","1","0","0","0","0","0","599","0","0","0","10","0","0","0","0","0","0","9","11","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"36606",NA,NA,"1265","6.5","2","0","0","1","10","0","2","0","0","14","0","2","1","0","0","0","0","0","0","0","0","23","0","2","0","0","0","6","2","0","0","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","5","0","0","0","150","25084","0","0","0","0","0","0","0","0","0","429","0","0","0","10","0","0","0","0","0","0","13","7","0","0","0","0","0","0","0","0","0","0","4","0","1","0","0","0","0","0","0","0","0"
"36664",NA,NA,"1267","5.0","1","0","0","2","5","0","3","0","0","18","0","2","0","0","2","0","0","0","0","0","1","9","0","2","0","0","0","12","1","0","0","3","5","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","123","25084","0","0","0","0","0","0","0","0","0","323","0","0","0","6","0","0","0","0","0","0","21","5","1","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"36780",NA,NA,"1271","4.5","0","0","0","0","7","0","2","0","0","15","0","5","0","0","3","0","0","0","0","0","0","8","0","2","0","0","0","15","4","0","0","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","164","25084","0","0","0","0","0","0","0","0","0","302","0","0","0","15","0","0","0","0","0","0","18","9","0","0","0","0","1","0","1","1","0","0","6","0","1","0","0","0","0","2","0","0","0"
"36896",NA,NA,"1275","4.0","1","0","0","2","8","0","4","1","0","13","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","1","18","1","0","0","6","3","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","157","25084","0","0","0","0","0","0","0","0","0","281","0","1","0","11","0","0","0","0","0","0","8","9","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0"
"37187",NA,NA,"1285","4.0","0","1","0","1","9","0","0","0","0","9","0","0","1","0","3","0","0","0","0","0","0","11","0","2","0","0","0","12","2","0","0","4","3","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","3","0","0","0","218","25084","0","0","0","0","0","0","0","1","0","398","0","2","0","12","0","0","0","0","0","0","9","16","0","0","0","0","1","0","0","0","0","0","6","0","1","0","0","0","0","0","0","0","0"
"37361",NA,NA,"1291","4.5","0","0","0","0","6","0","2","0","0","10","0","3","0","0","0","0","0","0","0","0","0","16","1","1","0","0","0","12","1","0","0","4","7","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","4","0","0","0","341","25084","0","0","0","0","0","0","0","0","0","445","0","1","0","14","0","0","0","0","0","0","13","5","0","1","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","3","0","0","0"
"37477",NA,NA,"1295","6.0","1","0","0","2","7","0","2","0","0","12","0","3","0","0","0","0","0","0","0","0","0","22","0","0","0","0","0","17","2","0","0","2","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","227","25084","0","1","0","0","0","0","0","0","0","482","0","1","0","14","0","0","0","0","0","0","12","8","1","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","2","0","0","0"
"37652",NA,NA,"1301","4.5","0","0","0","0","6","0","0","0","0","5","0","0","0","0","2","0","0","0","0","0","1","14","1","2","0","0","0","20","5","0","0","7","8","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","260","25084","0","0","0","0","0","0","0","0","0","421","0","3","0","12","0","0","0","0","0","0","13","4","0","0","1","0","0","0","0","0","0","0","7","0","0","0","0","1","0","0","0","0","0"
"37768",NA,NA,"1305","5.5","0","0","0","2","13","0","0","0","0","12","1","1","1","0","1","0","0","0","0","0","0","10","0","0","1","0","0","24","1","0","0","4","3","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","6","0","0","0","194","25084","0","0","0","0","0","0","0","1","0","370","0","0","0","17","0","0","0","0","0","0","17","7","0","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0"
"37942",NA,NA,"1311","4.0","1","0","0","0","8","0","4","0","0","7","0","2","1","0","0","0","0","0","0","0","0","18","3","1","0","0","0","12","3","0","0","3","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","551","25084","0","0","0","0","0","0","0","0","0","495","0","0","0","4","0","0","0","0","0","0","19","9","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0"
"38059",NA,NA,"1315","4.5","0","0","0","0","3","0","2","0","0","15","1","3","0","0","0","0","0","0","0","0","0","24","1","2","0","0","0","7","2","0","0","4","6","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","5","0","1","0","796","25084","0","0","0","0","0","0","0","0","0","577","0","0","0","13","0","0","0","0","0","0","13","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0"
"38367",NA,NA,"1325","4.0","0","1","0","0","5","0","3","0","0","5","1","5","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","15","9","0","0","7","11","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","0","1","0","1085","25084","0","0","0","0","0","0","0","0","0","354","0","1","0","11","0","0","0","0","0","0","15","0","1","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0"
"38649",NA,NA,"1331","9.0","0","0","0","0","7","0","9","0","0","42","0","2","0","0","0","0","0","0","0","0","1","17","0","2","0","0","0","19","0","0","0","6","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","223","25084","0","0","0","0","0","0","0","0","0","283","1","1","0","7","0","0","0","0","0","0","6","3","0","0","0","1","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0"
"38836",NA,NA,"1335","4.0","0","0","0","2","18","0","4","0","0","47","0","3","0","0","0","0","0","0","0","0","0","10","0","3","0","0","0","12","0","0","0","10","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","283","25084","0","0","0","0","0","0","0","0","0","220","0","2","0","5","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0"
"38930",NA,NA,"1337","5.0","0","0","0","4","28","0","7","0","0","38","0","5","0","0","0","0","0","0","0","0","0","9","1","5","0","0","0","10","0","0","0","13","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","834","25084","0","0","0","0","0","0","0","0","0","404","0","3","0","8","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"39118",NA,NA,"1341","3.5","0","0","0","2","12","0","4","0","0","39","0","1","0","0","2","0","0","0","0","0","0","8","0","1","0","0","0","13","1","0","0","12","3","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","1","0","0","0","828","25084","0","0","0","1","0","0","0","0","0","377","0","1","0","6","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"39306",NA,NA,"1345","4.5","1","0","0","1","26","0","3","0","0","43","0","3","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","6","0","0","0","8","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","540","25084","0","0","0","0","0","0","0","0","0","373","0","1","1","4","0","0","0","0","0","0","2","1","0","0","0","1","0","0","0","0","0","0","6","0","0","0","0","0","0","4","0","0","0"
"39588",NA,NA,"1351","3.0","1","0","0","0","17","0","1","0","0","33","0","4","0","0","0","0","0","0","0","0","0","9","0","2","0","0","0","4","0","0","0","20","3","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1255","25084","0","0","0","0","0","0","0","0","0","271","0","1","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0"
"39775",NA,NA,"1355","4.0","0","1","0","1","11","0","5","0","0","27","0","2","0","0","0","0","0","0","0","0","0","18","0","3","0","0","0","10","1","0","0","12","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","872","25084","0","0","0","0","0","0","0","0","0","368","0","1","0","1","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
"40130",NA,NA,"1365","3.0","1","0","0","0","2","0","1","0","0","8","0","0","0","0","0","0","0","0","0","0","0","48","0","4","0","0","0","11","2","0","0","3","4","1","0","0","0","0","0","1","0","0","0","0","0","0","3","0","0","0","0","0","1380","25084","0","0","0","0","0","0","0","0","0","609","0","0","0","3","0","0","0","0","0","0","6","1","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","1","0","0","0"
"40299",NA,NA,"1371","4.5","0","0","0","0","11","0","2","0","0","9","0","0","0","0","0","0","0","0","0","0","0","23","0","0","0","0","0","14","4","0","0","7","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","398","25084","0","0","0","0","0","0","0","0","0","273","1","1","0","7","0","0","0","0","0","0","8","4","2","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0"
"40771",NA,NA,"1381","5.5","3","1","0","1","7","0","3","0","0","18","0","0","0","0","0","0","0","1","0","0","1","16","0","1","0","0","0","30","0","0","0","7","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","166","25084","0","0","0","0","0","0","0","0","0","308","0","0","0","7","0","0","0","0","0","0","7","4","0","1","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0"
